ROG3,Ctry,PeopleID3,PeopNameInCountry,PeopleID1,AffinityBloc,PeopleID2,PeopleCluster,PrimaryReligionPC,ROL3,PrimaryLanguageName,Population,10_40Window,LocationInCountry,PrimaryReligion,PercentEvangelical,PercentAdherents,LeastReached,JPScale,BibleStatus,JF,AudioRecordings,NTOnline,IndigenousCode,Latitude,Longitude,PhotoAddress,MapAddress
IN,Índia,21823,"Yadav Jadubans",21,"Povos do Sul Asiático",450,"South Asia Hindu - Yadav",Hinduísmo,hin,Hindi,627000,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,HNDWTCN2DA,Y,26.84071,80.89545,,
IN,Índia,21824,"Yadav Kamariha",21,"Povos do Sul Asiático",450,"South Asia Hindu - Yadav",Hinduísmo,hin,Hindi,425000,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,HNDWTCN2DA,Y,26.74621,79.10067,,
IN,Índia,21825,"Yadav Kaonra",21,"Povos do Sul Asiático",450,"South Asia Hindu - Yadav",Hinduísmo,hin,Hindi,668000,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,HNDWTCN2DA,Y,21.03525,82.23055,,
IN,Índia,16188,"Yadav muçulmano",21,"Povos do Sul Asiático",462,"South Asia Muslim - other",Islã,urd,Urdu,8600,Y,,Islã,0.000,0.000,Y,1,5,Y,Y,URDPAKN2DA,Y,26.0623520433412,83.0222013563998,p16188.jpg,
IN,Índia,21826,"Yadav Nandbans",21,"Povos do Sul Asiático",450,"South Asia Hindu - Yadav",Hinduísmo,hin,Hindi,476000,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,HNDWTCN2DA,Y,24.64261,78.56763,,
IN,Índia,21300,"Yadav Rawat",21,"Povos do Sul Asiático",450,"South Asia Hindu - Yadav",Hinduísmo,hin,Hindi,1439000,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,HNDWTCN2DA,Y,19.8721813428004,83.1156588354591,p21300.jpg,m21300.png
IN,Índia,21301,"Yadav Sadgope",21,"Povos do Sul Asiático",450,"South Asia Hindu - Yadav",Hinduísmo,ben,Bengali,2593000,Y,,Hinduísmo,,0.083,Y,1,5,Y,Y,BNGBBSN2DA,Y,23.4322234051497,87.7965455254051,p21301.jpg,m21301.png
IN,Índia,18352,Yatagiri,21,"Povos do Sul Asiático",442,"South Asia Hindu - other",Hinduísmo,tam,Tamil,200,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,TCVWTCN2DA,Y,13.8227241356468,79.2937498230318,,
IN,Índia,18337,Yatala,21,"Povos do Sul Asiático",412,"South Asia Dalit - other",Hinduísmo,tel,Telugu,1000,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,TCWWTC,Y,18.768266,84.425682,,
IN,Índia,18339,Yenadi,21,"Povos do Sul Asiático",475,"South Asia Tribal - other",Hinduísmo,tel,Telugu,644000,Y,,Hinduísmo,,0.835,Y,1,5,Y,Y,TCWWTC,Y,14.91967,80.002578,p18339.jpg,m18339_in.png
IN,Índia,18343,Yerava,21,"Povos do Sul Asiático",475,"South Asia Tribal - other",Hinduísmo,yea,Ravula,31000,Y,,Hinduísmo,,0.205,Y,1,5,Y,Y,,Y,12.4784886116338,76.145862854555,,
IN,Índia,18342,Yerukula,21,"Povos do Sul Asiático",475,"South Asia Tribal - other",Hinduísmo,yeu,Yerukula,537000,Y,,Hinduísmo,,1.774,Y,1,3,Y,Y,,Y,16.6248612057348,79.7277961155527,p18342.jpg,m18342_in.png
IN,Índia,18344,Yetangi,21,"Povos do Sul Asiático",442,"South Asia Hindu - other",Hinduísmo,ory,Odia,200,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,ORYWTC,Y,20.0610250899067,85.2526822353848,,
IN,Índia,18351,Yite,21,"Povos do Sul Asiático",442,"South Asia Hindu - other",Hinduísmo,tel,Telugu,300,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,TCWWTC,Y,18.3808129735099,83.1103138852755,,
IN,Índia,18355,"Zamral hindu",21,"Povos do Sul Asiático",412,"South Asia Dalit - other",Hinduísmo,hin,Hindi,6900,Y,,Hinduísmo,0.000,0.000,Y,1,5,Y,Y,HNDWTCN2DA,Y,22.5883390863926,75.8430456628666,p18355.jpg,
IN,Índia,16716,Zarekari,21,"Povos do Sul Asiático",462,"South Asia Muslim - other",Islã,guj,Gujarati,1300,Y,,Islã,0.000,0.000,Y,1,5,Y,Y,GUJWTCN2DA,Y,23.1933101801515,72.7864873873574,,
IN,Índia,18356,"Zargar hindu",21,"Povos do Sul Asiático",442,"South Asia Hindu - other",Hinduísmo,dgo,Dogri,22000,Y,,Hinduísmo,0.000,0.000,Y,1,4,Y,Y,,Y,32.7676518200918,75.3624135521441,,
IN,Índia,17727,"Zargar muçulmano",21,"Povos do Sul Asiático",462,"South Asia Muslim - other",Islã,kas,Kashmiri,4700,Y,,Islã,0.000,0.000,Y,1,5,Y,Y,,Y,33.988373,75.315841,p17727.jpg,
IN,Índia,18200,"Zargar sikh",21,"Povos do Sul Asiático",470,"South Asia Sikh - other","Outra / Pequena",pan,"Punjabi, Eastern",2500,Y,,"Outra / Pequena",0.000,0.000,Y,1,5,Y,Y,PANWTCN2DA,Y,33.6200128572703,74.6128532610928,,
ID,Indonésia,10144,Aceh,17,"Povos Malaios",101,"Aceh of Sumatra",Islã,ace,Aceh,3966000,Y,"North tip of Sumatra, both coasts, Aceh Province, Aceh Besar, Aceh Jaya, Aceh Barat, Nagan Raya, Aceh Barat Daya, Aceh Selatan, Aceh Sinkil, Aceh Tamiang, Kota Langsa, Aceh Timr, Aceh Utara, Kota Lhokseumawe, Bireuen, Pidie Jaya, and Pidie regencies; Weh and neighboring islands off north tip; into Sumatera Utara Province, Tapanuli Tengah regency, south coast enclave.",Islã,0.002,0.120,Y,1,5,Y,Y,AC1IBSN2DA,Y,3.64342,97.05471,p10144.jpg,m10144_id.png
ID,Indonésia,18950,Aji,17,"Povos Malaios",229,"Melayu of Sumatra",Islã,hji,Haji,17000,Y,"Sumatra island, Sumatera Selatan Province, 2 enclaves, Ogan Komering Ulu Selatan regency.",Islã,0.270,0.270,Y,1,1,N,N,,Y,-4.58495,103.97931,p18950.jpg,m18950.png
ID,Indonésia,10246,Alas,17,"Povos Malaios",101,"Aceh of Sumatra",Islã,btz,"Batak Alas-Kluet",91000,Y,"Two areas, Aceh Province; 1: inland from Tapaktuan, and 2: northwest towards Kutacane; eventually into Sumatera Utara Province.",Islã,0.004,0.010,Y,1,3,Y,N,,Y,3.44809782905156,97.8312084119386,p10246.jpg,m10246_id.png
ID,Indonésia,21463,Allu,17,"Povos Malaios",152,"Bugi-Makassar of Sulawesi",Islã,mdr,Mandar,16000,Y,"South Sulawesi province: Pangkajene Islands regency, Pabbring islands near Makassar city, other areas; West Sulawesi province: Majene, Mamuju, and Polewali Mandar regencies, Cape Mandar and Majene city, and 3 coastal enclaves north; coastal area between Parangkayu and Simajo towns.",Islã,0.000,0.000,Y,1,3,Y,Y,,Y,-3.306608,118.953039,p21463.jpg,m21463.png
ID,Indonésia,10300,Ampanang,17,"Povos Malaios",133,"Barito of Kalimantan","Religiões Étnicas",apg,Ampanang,39000,Y,"Southern Kalimantan Timur Province, west of Mahakam river delta, east of Jambu and Lamper towns.","Religiões Étnicas",0.000,0.000,Y,1,1,N,N,,Y,-0.78618,116.38998,p10300.jpg,m10300_id.png
ID,Indonésia,10312,"Andio, Masama",17,"Povos Malaios",198,"Kaili-Tomini of Sulawesi",Islã,bzb,Andio,2700,Y,"Central Sulawesi province: Lamala sub-district, Tangeban and Tauge villages, peninsula east tip area.",Islã,0.000,0.000,Y,1,0,N,N,,Y,-0.88263,123.17591,,m10312_id.png
ID,Indonésia,10317,"Aneuk jamee",17,"Povos Malaios",101,"Aceh of Sumatra",Islã,min,Minangkabau,74000,Y,"Widespread in the Indonesian Archipelago; west central Sumatra, Padang area. Nearly half live outside central Sumatra; South Sumatra, west coast Mukomuko area",Islã,0.005,0.100,Y,1,4,Y,Y,MINLAIN2DA,Y,3.08554375264208,97.3799442960923,p10317.jpg,m10317.png
ID,Indonésia,10358,Anus,19,"Ilhéus do Pacífico",244,"New Guinea",Cristianismo,auq,Anus,400,Y,"Papua Province, Sarmi regency, Podena islands off north coast mainly Pulau Anus; coastal area east of Biri river.","Religiões Étnicas",0.000,0.000,Y,1,0,N,Y,,Y,-2.26326,139.4522,,m10358_id.png
ID,Indonésia,19204,"Arab, general",10,"Mundo Árabe",324,"Arab World, general",Islã,apc,"Arabic, North Levantine Spoken",280000,Y,,Islã,0.100,4.000,Y,1,3,N,Y,,Y,-6.153384,106.737203,p19204.jpg,
ID,Indonésia,21530,Aralle,17,"Povos Malaios",152,"Bugi-Makassar of Sulawesi",Islã,atq,Aralle-Tabulahan,6100,Y,,Islã,0.166,0.166,Y,1,4,N,Y,ATQLAI,Y,-2.873292,119.09331,,
ID,Indonésia,10456,Asilulu,17,"Povos Malaios",222,Maluku-Central,Islã,asl,Asilulu,14000,Y,"Maluku Province, Asilulu, Ureng, and Negeri Lima villages. Northwest Ambon island; some in west Seram island, Hoamoal peninsula, south coast.",Islã,0.500,5.000,Y,1,1,N,N,,Y,-3.67074,127.9563,p10456.jpg,m10456_id.png
ID,Indonésia,10516,"Ayamaru, Brat",19,"Ilhéus do Pacífico",244,"New Guinea",Cristianismo,ayz,"Mai Brat",33000,Y,"Papua Barat Province, about 40 villages. Central Bird’s Head, area around Ayamaru lakes.","Religiões Étnicas",1.799,4.000,Y,1,4,Y,Y,,Y,-1.31241,132.58322,,m10516_id.png
ID,Indonésia,10549,Baduy,17,"Povos Malaios",293,"Sunda-Betawi of Java",Islã,bac,Badui,27000,Y,"Java, separate enclaves: Banten Province, Rangkasbitung regency, on Ujung river; Pandeglang town, near Mount Kendeng; 2 separate areas in Jawa Barat Province, Sukabumi city area, 1 village, and Cikajang city area; Jawa Timur Province, extreme southwest portion, south of Banyubiru bay.",Islã,0.015,0.015,Y,1,0,N,Y,,Y,-7.27262,107.76377,p10549.jpg,m10549_id.png
ID,Indonésia,10571,Bahonsuai,17,"Povos Malaios",153,Bungku-Bajau,Islã,bsu,Bahonsuai,300,Y,"Sulawesi Tengah Province, Morowali regency, Bungku Tengah subdistrict, Bahonsuai village on the east coast, Tolo bay.",Islã,0.653,0.653,Y,1,0,N,N,,Y,-2.2258,121.7062,p10571.jpg,m10571_id.png
ID,Indonésia,10582,Bajau,17,"Povos Malaios",308,"Tukangbesi of Sulawesi",Islã,bdl,"Bajau, Indonesian",345000,Y,"Widespread throughout north central Indonesia, Sulawesi island; also throughout Maluku Utara Province on Bacan, Obi, Kayoa, and Sula islands, southwest of Halmahera island.",Islã,0.011,0.030,Y,1,1,N,Y,,Y,1.0456,120.38878,p10582.jpg,m10582_id.png
ID,Indonésia,10597,Bakumpai,17,"Povos Malaios",133,"Barito of Kalimantan","Religiões Étnicas",bkr,Bakumpai,165000,Y,"Kalimantan Tengah Province, Kapuas, Barito Selatan, and Barito Utara regencies, Kapuas and Barito rivers, northeast of Kuala Kapuas; possibly into southernmost Murung Raya regency.",Islã,0.028,2.000,Y,1,0,N,Y,,Y,-1.61448,114.79103,p10597.jpg,m10597.png
ID,Indonésia,10600,Balaesan,17,"Povos Malaios",198,"Kaili-Tomini of Sulawesi",Islã,bls,Balaesang,6800,Y,"Sulawesi Tengah Province, Donggala regency, Balaesang subdistrict, Manimbayu peninsula, Ketong, Kamonji, and Rano villages.",Islã,0.000,0.000,Y,1,0,N,N,,Y,-0.055,119.69167,,m10600_id.png
ID,Indonésia,20285,Baliaga,17,"Povos Malaios",128,Bali-Sasak,Islã,ban,Bali,62000,Y,"Bali Province, widespread throughout entire island, including Penida; to east, Nusa Tenggara Barat Province, Kota Mataram and Lombok Barat regency, west central Lombok island.",Hinduísmo,0.150,0.150,Y,1,5,Y,Y,BANIBSN2DA,Y,-8.686308,115.539285,p20285.jpg,m20285.png
ID,Indonésia,10606,Balinês,17,"Povos Malaios",128,Bali-Sasak,Islã,ban,Bali,4139000,Y,"Bali Province, widespread throughout entire island, including Penida; to east, Nusa Tenggara Barat Province, Kota Mataram and Lombok Barat regency, west central Lombok island.",Hinduísmo,0.156,1.260,Y,1,5,Y,Y,BANIBSN2DA,Y,-8.35714000041071,115.074960000304,p10606.jpg,m10606_id.png
ID,Indonésia,19021,"Banda, Eli-Elat",17,"Povos Malaios",305,Timor,Cristianismo,bnd,Banda,4900,Y,"Maluku Province, south, Kei islands, Maluku Tenggara regency, west and northeast side of Kei Besar island, Banda-Eli and Banda-Elat villages, possibly a third.",Islã,0.100,0.500,Y,1,0,N,N,,Y,-5.4473,133.14021,,m00318.png
ID,Indonésia,10651,Bangka,17,"Povos Malaios",229,"Melayu of Sumatra",Islã,mfb,Bangka,440000,Y,"Sumatra, Kepulauan Bangka Belitung Province, widespread, Bangka island.",Islã,0.003,0.500,Y,1,3,Y,Y,,Y,-2.03057000000553,105.901273000049,p10651.jpg,m10651_id.png
ID,Indonésia,10658,Banjar,17,"Povos Malaios",131,"Banjar of Kalimantan",Islã,bjn,Banjar,4352000,Y,"Kalimantan south and southeastern coasts, Java Sea and Makassar Strait; Kalimantan Tengah Province as far as Pangkalanbun, Sampit, and Palangkaraya; Kalimantan Selatan Province, around Banjarmasin, to south then east; Kalimantan Timur Province, coastal regions of Pulau Laut, Kutai, and Pasir, north towards Samarinda city and Mahakan delta; smaller region, Kalimantan Barat Province, coastal Matua.",Islã,0.080,0.090,Y,1,3,Y,Y,,Y,-2.75805,114.34816,p10658.jpg,m10658_id.png
ID,Indonésia,21464,Banten,17,"Povos Malaios",293,"Sunda-Betawi of Java",Islã,sun,Sunda,3194000,Y,"Banten and West Java provinces: western third of Java; Central Java province: Cilacap regency.",Islã,0.081,0.081,Y,1,5,Y,Y,SUNTSV,Y,-6.165665,106.335581,p21464.jpg,m21464_id.png
ID,Indonésia,10681,Baras,17,"Povos Malaios",198,"Kaili-Tomini of Sulawesi",Islã,brs,Baras,400,Y,"Sulawesi Barat Province, Mamuju Utara Regency, Karossa subdistrict, Salubiro village, Baras subdistrict, in and north of Bambaloka village.",Islã,0.000,0.000,Y,1,3,N,N,,Y,-1.56523,119.34186,,m10681_id.png
ID,Indonésia,10726,Bati,17,"Povos Malaios",171,Flores-Sumba-Alor,Cristianismo,bvt,Bati,5500,Y,"Maluku Province. East coast, Seram island between Kian Darat and Keleser towns, inland.",Islã,0.000,0.000,Y,1,1,N,N,,Y,-3.61061,130.81359,,m10726_id.png
ID,Indonésia,19796,Batui,17,"Povos Malaios",306,"Toraja of Sulawesi",Cristianismo,zbt,Batui,3600,Y,"Sulawesi Tengah Province, Banggai regency, Batui subdistrict, Balantang, Tolando, Sisipan, and Batui villages, eastern peninsula, mainland across from Peleng island.",Islã,0.000,0.000,Y,1,0,N,N,,Y,-1.26057,122.53569,,
ID,Indonésia,10740,Bawean,17,"Povos Malaios",213,"Madura of Java",Islã,mad,Madura,104000,Y,"Jawa Timur Province, coastal areas of main island south and west of Surabaja city, southwest of Madura island; other island groups with speakers include Sapudi, Bawean, and Kangean islands; Java Sea, assorted islands with language communities under jurisdiction of Kalimantan Selatan Province.",Islã,0.008,0.500,Y,1,5,Y,Y,MADIBSN2DA,Y,-5.81220845055958,112.645931130517,p10740.jpg,m10740.png
ID,Indonésia,19292,Bayono,19,"Ilhéus do Pacífico",244,"New Guinea",Cristianismo,byl,Bayono,300,Y,"South of Awbono [awh] on Steenboom River","Religiões Étnicas",2.000,2.000,Y,1,1,N,N,,Y,-5.22673,139.61345,p19292.jpg,m19292_id.png
ID,Indonésia,10777,Belide,17,"Povos Malaios",241,"Musi of Sumatra",Islã,mui,Musi,86000,Y,"Sumatera Selatan Province, widespread in northern 2 thirds of province; Musi river upstream to Bukit Barisan mountains, downstream to eastern coastal swamplands; into northeast Lampung Province; a few small border areas in Jambi and Bengkulu provinces.",Islã,0.000,0.000,Y,1,0,Y,Y,,Y,-3.31700695470721,104.372609611145,p10777.jpg,m10777.png
ID,Indonésia,14374,Belitung,17,"Povos Malaios",229,"Melayu of Sumatra",Islã,zlm,Malay,114000,Y,"Widespread in Peninsular Malaysia; also in Sarawak state: Kuching, Samarahan, Sri Aman, and Betong districts.",Islã,0.024,0.050,Y,1,5,Y,Y,MLYBSMN2DA,Y,-2.79935200039449,107.834005000231,p14374.jpg,m14374_id.png
ID,Indonésia,10791,Bengkulu,17,"Povos Malaios",233,"Minangkabau-Rejang of Sumatra",Islã,pse,"Malay, Central",68000,Y,"Sumatra island, Sumatera Selatan Province; east down Lematang and Ogan river valleys, south of Muaraenim town, east and southeast of Lahat town; Bengkulu Province; central Bukit Barisan highlands west to Indian Ocean along Bengkulu coast; Lampung Province, 4 separate enclaves.",Islã,0.033,0.033,Y,1,4,Y,Y,PSELAI,Y,-3.81055491967379,102.269145263143,p10791.jpg,m10791.png
ID,Indonésia,10795,Bentong,17,"Povos Malaios",152,"Bugi-Makassar of Sulawesi",Islã,bnu,Bentong,26000,Y,"Sulawesi Selatan Province, Maros, Bone, Pangkep, and Barru regencies, highland areas northeast of Makassar city.",Islã,0.360,3.000,Y,1,1,N,N,,Y,-4.758,119.7989,p10795.jpg,m10795_id.png
ID,Indonésia,13439,Berau,17,"Povos Malaios",131,"Banjar of Kalimantan",Islã,bve,"Malay, Berau",23000,Y,"Kalimantan Timur Province; central coastal area; north, Cape Pandan, Tanjungreder, and Muaramalinau towns on lower Segah river; south along Celebes Sea coast past Sepinang town to Cape Batube area.",Islã,0.081,0.081,Y,1,1,N,N,,Y,1.87501,117.80963,p13439.jpg,m13439.png
ID,Indonésia,20294,Besemah,17,"Povos Malaios",266,"Pasemah of Sumatra",Islã,pse,"Malay, Central",731000,Y,"Sumatra island, Sumatera Selatan Province; east down Lematang and Ogan river valleys, south of Muaraenim town, east and southeast of Lahat town; Bengkulu Province; central Bukit Barisan highlands west to Indian Ocean along Bengkulu coast; Lampung Province, 4 separate enclaves.",Islã,0.006,1.500,Y,1,4,Y,Y,PSELAI,Y,-3.712512,102.54589,p20294.jpg,m20294_id.png
ID,Indonésia,10815,Betawi,17,"Povos Malaios",293,"Sunda-Betawi of Java",Islã,bew,Betawi,5666000,Y,"Java island, Jawa Barat Province, Bogar, Bekasi, and Karawang regencies including Depok and Bekasi cities; Banten Province, from Tangerang recency and city; dominant in Jakarta special capital territory.",Islã,0.001,2.230,Y,1,3,Y,Y,,Y,-6.21694,106.951,p10815.jpg,m10815_id.png
ID,Indonésia,10864,Bintauna,17,"Povos Malaios",232,"Minahasa-Sangir of Sulawesi",Cristianismo,bne,Bintauna,15000,Y,"Celebes Sea, Sulawesi Utara Province, coastal Bintauna town and inland, Bolaang Mongondou Utara regency.",Islã,0.198,0.198,Y,1,0,N,N,,Y,0.77742,123.46931,,m10864_id.png
ID,Indonésia,19538,Bobongko,17,"Povos Malaios",177,"Gorontalo of Sulawesi",Islã,bgb,Bobongko,2000,Y,"Sulawesi Tengah Province, Togian islands, Lembanato village on Kilat bay, north side of Togian island, and Tumbulawa village, northwest coast of Batu Daka island.",Islã,0.000,0.000,Y,1,1,N,N,,Y,-0.352,121.90144,,m19538_id.png
ID,Indonésia,20295,Bolango,17,"Povos Malaios",177,"Gorontalo of Sulawesi",Islã,gor,Gorontalo,31000,Y,"Sulawesi, Gorontalo Province, north peninsula",Islã,0.000,2.800,Y,1,4,Y,Y,GORLAIN2DA,Y,0.87401,123.006219,p20295.jpg,m20295.png
ID,Indonésia,10913,Bolano,17,"Povos Malaios",198,"Kaili-Tomini of Sulawesi",Islã,bzl,Boano,3600,Y,"Sulawesi Tengah Province, Parigi Moutong subdistrict, north peninsula, south coast, facing gulf of Tomini: Bolano village.",Islã,0.091,0.091,Y,1,1,N,N,,Y,0.50116,120.99322,,m10913_id.png
ID,Indonésia,21465,Bonai,17,"Povos Malaios",229,"Melayu of Sumatra",Islã,jax,"Malay, Jambi",15000,Y,"Bengkulu province: small area south of Lake Dipatipan; Jambi province: widespread; Riau province: Indragiri Hulu and Indragiri Hilir regencies; South Sumatra province: northern border area; all on southeast West Sumatra province: Pessisir Selantan regency border enclave.",Islã,0.000,0.000,Y,1,3,Y,Y,,Y,1.274519,100.863546,p21465.jpg,m21465.png
ID,Indonésia,10933,Bonerate,17,"Povos Malaios",308,"Tukangbesi of Sulawesi",Islã,bna,Bonerate,15000,Y,"Sulawesi Selatan Province. Selayer island group; Bonerate, Madu, Kalaotoa, and Karompa islands.",Islã,0.000,0.050,Y,1,1,N,N,,Y,-7.40148,121.78052,p10933.jpg,m10933_id.png
ID,Indonésia,19072,"Budong-Budong, Tangkou",17,"Povos Malaios",198,"Kaili-Tomini of Sulawesi",Islã,bdx,Budong-Budong,600,Y,"Sulawesi Barat Province, Mamuju regency, Budong-Budong subdistrict; Makassar strait, Budong-Budong river area, Tongkou village.",Islã,0.000,2.000,Y,1,1,N,N,,Y,-2.07756,119.32726,,
ID,Indonésia,10985,Bugis,17,"Povos Malaios",152,"Bugi-Makassar of Sulawesi",Islã,bug,Bugis,5666000,Y,"Sulawesi island, widespread in Sulawesi Selatan Province, peninsular interior (except for area south and east of Makassar city) eastward through to head of Bone bay, contiguous coastal area; scattered communities generally on various coasts and interior enclaves in other provinces, including Sulawesi Tenggara Province, interior near Sulawesi Tenggara, Lake Towuti, along east coast of Bone bay, 3 enclaves, Kasiputih area facing Muna island; Sulawesi Tengah Province, west side, areas at Oti, Toaya, and Donggola; east side, 3 enclaves on Tolo bay; Sulawesi Barat Province, Mandar bay, 2 more enclaves (More, Pasangkayu) along Makassar strait; possible other small concentrations in Kalimantan, Maluku, Papua, and Sumatra provinces.",Islã,0.005,0.550,Y,1,5,Y,Y,,Y,-3.99551,120.20591,p10985.jpg,m10985_id.png
ID,Indonésia,10994,Bukat,17,"Povos Malaios",155,Borneo-Kalimantan,"Religiões Étnicas",bvk,Bukat,700,Y,"Kalimantan Barat Province, northeast near Sarawak border, Kapuas river, southeast of Mendalam. 3 areas.","Religiões Étnicas",0.600,4.000,Y,1,1,N,N,,Y,1.24868,113.15692,,m10994_id.png
ID,Indonésia,10997,"Bulango, Bulanga-Uki",17,"Povos Malaios",177,"Gorontalo of Sulawesi",Islã,bld,Bolango,24000,Y,"Sulawesi Utara Province, Bolaang Mongondow Utara regency and Gorontalo Province, Gorontalo Utara regency, northeast coast, Atinggola town area; south coast of peninsula, Sulawesi Utara Province, Bolaang Mongondow Selantan regency, Molibagu area.",Islã,1.000,4.000,Y,1,1,N,N,,Y,0.82728,123.07751,,m10997_id.png
ID,Indonésia,11015,"Bunak, Mare",17,"Povos Malaios",305,Timor,Cristianismo,bfn,Bunak,24000,Y,"Ainaro district: Zumalai subdistrict; Bobonaro district: Maliana south; Cova Lima district: on Timor island central interior, south coast, north of Suai town.","Religiões Étnicas",0.500,5.000,Y,1,1,N,N,,Y,-9.14291,125.14264,p11015.jpg,m11015_id.png
ID,Indonésia,11019,Bungku,17,"Povos Malaios",308,"Tukangbesi of Sulawesi",Islã,bkz,Bungku,39000,Y,"Banda Sea, Sulawesi Tengah Province, Bungku Utara, Bungku Tengah, and Bungku Selatan subdistricts, along coast from Mondeodo south to Kenduri area, around 45 villages; northern Sulawesi Tenggara Province, Konawe regency, Asera, Soropia, and Lasolo subdistricts; Tulambatu and Kenduri areas inland; interior enclave southeast of Lake Poso.",Islã,0.010,0.010,Y,1,1,N,N,,Y,-3.04463,122.2353,p11019.jpg,m11019_id.png
ID,Indonésia,11021,Buol,17,"Povos Malaios",198,"Kaili-Tomini of Sulawesi",Islã,blf,Buol,113000,Y,"Sulawesi Tengah Province, Paleleh, Bunobogu, Bokat, Momunu, Biau, and Baolan subdistricts, 68 villages; north coast, near Gorontalo Province border.",Islã,0.010,0.010,Y,1,1,N,Y,,Y,0.98709,121.38885,p11021.jpg,m11021.png
ID,Indonésia,11045,Busoa,17,"Povos Malaios",308,"Tukangbesi of Sulawesi",Islã,bup,Busoa,3100,Y,"Sulawesi Tenggara Province, Buton regency, Batauga subdistrict, Busoa and Laompo villages; southwest tip, Buton island, Flores sea.",Islã,1.500,4.000,Y,1,0,N,N,,Y,-5.5976,122.62368,,m11045_id.png
ID,Indonésia,11084,Campalagian,17,"Povos Malaios",152,"Bugi-Makassar of Sulawesi",Islã,cml,Campalagian,75000,Y,"Sulawesi Barat Province, Polewali Mandar regency. South coast, Mandar bay west of Madjene town.",Islã,0.000,1.000,Y,1,1,N,N,,Y,-3.4584,119.17463,p11084.jpg,m11084_id.png
ID,Indonésia,11384,Cia-cia,17,"Povos Malaios",308,"Tukangbesi of Sulawesi",Islã,cia,Cia-Cia,90000,Y,"Sulawesi Tenggara Province, extreme southeast tip, Flores sea; Buton island, area inland between Pasawajo and Membula towns; also Binongko and Batu Atas islands.",Islã,0.014,2.000,Y,1,0,N,Y,,Y,-5.57123,122.76795,p11384.jpg,m11384_id.png
ID,Indonésia,21467,Cumbalacu,17,"Povos Malaios",308,"Tukangbesi of Sulawesi",Islã,bkz,Bungku,2100,Y,"Central Sulawesi province: Bungku Selatan, Bungku Tengah, and Bungku Utara sub-districts, about 45 coastal villages from Mondeodo south to Kenduri area; Southeast Sulawesi province: Konawe regency, Asera, Soropia, and Lasolo sub-districts, Tulambatu and Kenduri areas inland, interior enclave southeast of Lake Poso.",Islã,0.000,0.000,Y,1,1,N,N,,Y,-3.198813,122.149638,p21467.jpg,m21467.png
ID,Indonésia,11476,Dakka,17,"Povos Malaios",152,"Bugi-Makassar of Sulawesi",Islã,dkk,Dakka,11000,Y,"Sulawesi Barat Province, Polewali-Mandar regency, Wonomulyo subdistrict, northwest of Matakali town.",Islã,0.900,4.000,Y,1,1,N,N,,Y,-3.33683,119.23559,,
ID,Indonésia,11484,Dampelas,17,"Povos Malaios",198,"Kaili-Tomini of Sulawesi",Islã,dms,Dampelas,12000,Y,"Sulawesi Tengah Province, Donggala, Parigi-Moutong, and Toli-Toli regencies, Dampelas, Sojol, and Balaesang subdistricts, northwesternmost point, north peninsula, Makassar Strait: 8 villages.",Islã,0.008,0.008,Y,1,0,N,Y,,Y,0.67652,120.18504,p11484.jpg,m11484_id.png
ID,Indonésia,11516,Daya,17,"Povos Malaios",209,"Lampung of Sumatra",Islã,ljp,"Lampung Api",93000,Y,"Southernmost Sumatra island, 3 provinces, many communities near or on Selat Sunda, west, central, and south Lampung Province, regencies: Lampung Barat and Tanggamus, southwest coast and coastline around Semangko bay, Way Kanan, Lampung Utara, and Pringsewu, inland, southeast tip, Lampung Selatan, east coast of Lampung bay and nearby islands Sebuku, Sebesi, Tabuan, and Legundi; Sumatera Selatan Province, Ogan Komering Ulu Selatan, Ogan Komering Ulu Timur, and Ogan Komering Ulu regencies, near headwaters of Kanan river; south Bengkulu Province, Kaur regency.",Islã,0.010,0.020,Y,1,4,Y,Y,LJPLAIN2DA,Y,-4.51559376124311,104.074354459291,p11516.jpg,m11516_id.png
ID,Indonésia,14329,"Dayak lawangan",17,"Povos Malaios",131,"Banjar of Kalimantan",Islã,lbx,Lawangan,132000,Y,"Central Kalimantan Timur Province, Karau river area; Kalimantan Selatan Province, Kotabaru, Balangan, Tabalong regencies; Kalimantan Tengah Province, North, East, and South Barito regencies.",Islã,0.030,5.000,Y,1,1,N,Y,,Y,-1.18571986687834,116.277408209721,p14329.jpg,m14329_id.png
ID,Indonésia,19646,"Dayak pasir",17,"Povos Malaios",131,"Banjar of Kalimantan",Islã,lbx,Lawangan,62000,Y,"Central Kalimantan Timur Province, Karau river area; Kalimantan Selatan Province, Kotabaru, Balangan, Tabalong regencies; Kalimantan Tengah Province, North, East, and South Barito regencies.",Islã,1.500,3.000,Y,1,1,N,Y,,Y,-1.97839780191703,115.572848515247,p19646.jpg,m19646.png
